pol_id;cand_wp19;cand_titel;cand_firstname;cand_praefix;cand_lastname;cand_birth_year;cand_sex;cand_party;cand_fed_state;cand_ll_rank;cand_wk;wp_19_direct_result;cand_website;cand_blog;cand_facebook;cand_twitter;cand_instagram;cand_youtube;cand_googleplus;cand_other_links;wp_18;wp_18_exc;wp_19;wp_19_exc;fb_identifier;fb_type;fb_sample
179;1;;Ulrich;;Hampel;;1;SPD;Nordrhein-Westfalen;19;127;;;;;;;;;;1;0;0;;385433161521193;page;1
180;1;;Heike;;Hänsel;1966;2;DIE LINKE;Baden-Württemberg;2;290;;http://www.heike-haensel.de;;heikehaenselmdb;https://twitter.com/HeikeHaensel;;;;;1;0;1;0;heikehaenselmdb;private;0
181;1;Dr.;Stephan;;Harbarth;1971;1;CDU;Baden-Württemberg;;277;37,40%;;;stephan.harbarth.1;;;;;;1;0;1;0;stephan.harbarth.1;private;0
182;1;;Jürgen;;Hardt;1963;1;CDU;Nordrhein-Westfalen;22;103;38,20%;https://www.juergenhardt.de/;;JuergenHardt;https://twitter.com/juergenhardt;https://www.instagram.com/juergenhardt_mdb/;;;;1;0;1;0;JuergenHardt;page;1
183;0;;Michael;;Hartmann;;1;SPD;Rheinland-Pfalz;;;;;;;;;;;;1;0;0;;251698721686610;page;1
184;1;;Sebastian;;Hartmann;1977;1;SPD;Nordrhein-Westfalen;15;97;;https://www.sebastian-hartmann.de/;;SebastianHartmannSPD;https://twitter.com/sebast_hartmann;https://www.instagram.com/sebastianhartmann.spd/;https://www.youtube.com/channel/UC8GbZMT4r5m2z_h8VEF1lSw;;;1;0;1;0;SebastianHartmannSPD;page;1
185;0;;Gerda;;Hasselfeldt;;2;CSU;Bayern;;;;;;;;;;;;1;0;0;;;no fb;0
186;1;;Britta;;Haßelmann;1961;2;GRÜNE;Nordrhein-Westfalen;1;132;;;;;;;;;;1;0;1;0;230695653794643;page;1
187;1;;Matthias;;Hauer;1977;1;CDU;Nordrhein-Westfalen;13;120;37,10%;http://www.matthias-hauer.de;;matthiashauer.cdu;https://twitter.com/matthiashauer;;;;;1;0;1;0;matthiashauer.cdu;page;1
188;1;;Mark;;Hauptmann;1984;1;CDU;Thüringen;;196;33,60%;;;;;;;;;1;0;1;0;121036874736442;page;1
189;1;Dr.;Stefan;;Heck;;1;CDU;Hessen;7;171;;;;;;;;;;1;0;0;;1442170879331980;page;1
190;1;;Dirk;;Heidenblut;1961;1;SPD;Nordrhein-Westfalen;57;119;37,30%;http://Www.dirk-heidenblut.de;;DirkHeidenblutMdB;;https://www.instagram.com/dirk_heidenblut/;;;;1;0;1;0;DirkHeidenblutMdB;page;1
191;1;Dr.;Matthias;;Heider;1966;1;CDU;Nordrhein-Westfalen;45;149;47,90%;;;;;;;;;1;0;1;0;81393410085;page;1
192;0;;Helmut;;Heiderich;;1;CDU;Hessen;;;;;;;;;;;;1;0;0;;;no fb;0
193;1;;Hubertus;;Heil;1972;1;SPD;Niedersachsen;5;45;37,80%;http://www.hubertus-heil.de/;;mdb.hubertusheil;https://twitter.com/hubertus_heil;https://www.instagram.com/hubertus_heil/;;;;1;0;1;0;mdb.hubertusheil;page;1
194;1;;Mechthild;;Heil;1961;2;CDU;Rheinland-Pfalz;5;198;42,80%;;;;;;;;;1;0;1;0;216347025147950;page;1
195;0;;Rosemarie;;Hein;;2;DIE LINKE;Sachsen-Anhalt;;;;;;;;;;;;1;0;0;;;no fb;0
196;1;;Frank;;Heinrich;1964;1;CDU;Sachsen;9;162;26,60%;;;;;;;;;1;0;1;0;120072323812;page;1
197;1;;Gabriela;;Heinrich;1963;2;SPD;Bayern;18;244;;;;;;;;;;1;0;1;0;133430763472093;page;1
198;1;;Marcus;;Held;1977;1;SPD;Rheinland-Pfalz;4;206;;;;;;;;;;1;0;1;0;475865579194090;page;1
199;1;;Mark;;Helfrich;1978;1;CDU;Schleswig-Holstein;7;3;41,90%;;;;;;;;;1;0;1;0;264320630338108;page;1
200;0;;Uda;;Heller;;2;CDU;Sachsen-Anhalt;;;;;;;;;;;;1;0;0;;265572186929685;page;1
201;1;;Wolfgang;;Hellmich;1958;1;SPD;Nordrhein-Westfalen;3;146;;http://www.wolfgang-hellmich.de;;WolfgangHellmichmdb;https://twitter.com/hellmichmdb;;;;;1;0;1;0;WolfgangHellmichmdb;page;1
202;0;;Jörg;;Hellmuth;;1;CDU;Sachsen-Anhalt;;;;;;;;;;;;1;0;0;;404019423032804;private;0
203;1;Dr.;Barbara;;Hendricks;1952;2;SPD;Nordrhein-Westfalen;2;112;;;;;;;;;;1;0;1;0;547698145253905;page;1
204;1;;Rudolf;;Henke;1954;1;CDU;Nordrhein-Westfalen;30;87;33,70%;http://www.rudolf-henke.de;;rudolfhenkemdb;;;;;;1;0;1;0;rudolfhenkemdb;page;1
205;0;;Heidtrud;;Henn;;2;SPD;Saarland;;;;;;;;;;;;1;0;0;;464714816955442;page;1
206;1;;Michael;;Hennrich;1965;1;CDU;Baden-Württemberg;;262;39,40%;;;michael.hennrich09;;;;;;1;0;1;0;michael.hennrich09;private;0
207;1;;Gustav;;Herzog;1958;1;SPD;Rheinland-Pfalz;2;209;33,90%;;;;;;;;;1;0;1;0;421758451194567;page;1
208;1;;Ansgar;;Heveling;1972;1;CDU;Nordrhein-Westfalen;;110;42,40%;;;;;;;;;1;0;1;0;158429857667868;page;1
209;1;;Gabriele;;Hiller-Ohm;1953;2;SPD;Schleswig-Holstein;5;11;;http://www.hiller-ohm.de;;GabrieleHillerOhm;https://twitter.com/GabiHillerOhm;;https://www.youtube.com/user/GabrieleHillerOhm;;;1;0;1;0;GabrieleHillerOhm;page;1
210;0;;Peter;;Hintze;;1;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;1;0;;;no fb;0
211;0;;Petra;;Hinz;;2;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;1;0;;;no fb;0
212;0;;Priska;;Hinz;;2;GRÜNE;Hessen;;;;;;;;;;;;1;1;0;;;no fb;0
213;1;;Christian;;Hirte;1976;1;CDU;Thüringen;4;190;34,40%;;;;;;;;;1;0;1;0;542605582431001;page;1
214;1;Prof. Dr.;Heribert;;Hirte;1958;1;CDU;Nordrhein-Westfalen;54;94;34,90%;http://www.heribert-hirte.de;;HHirte;https://twitter.com/HHirte;;;;;1;0;1;0;HHirte;page;1
215;1;;Thomas;;Hitschler;1982;1;SPD;Rheinland-Pfalz;6;211;;;;;;;;;;1;0;1;0;228669933928090;page;1
216;0;;Robert;;Hochbaum;;1;CDU;Sachsen;;;;;;;;;;;;1;0;0;;;no fb;0
217;1;;Alexander;;Hoffmann;1975;1;CSU;Bayern;;249;46,60%;;;alexander.hoffmann.3386;;;;;;1;0;1;0;alexander.hoffmann.3386;private;0
218;1;;Thorsten;;Hoffmann;;1;CDU;Nordrhein-Westfalen;51;142;;;;HoffmannMdB;;;;;;1;0;0;;HoffmannMdB;page;1
219;1;Dr.;Anton;;Hofreiter;1970;1;GRÜNE;Bayern;2;221;;http://www.toni-hofreiter.de;;anton.hofreiter;;http://www.instagram.com/toni_hofreiter;http://www.youtube.com/user/tonihofreiter;;;1;0;1;0;anton.hofreiter;page;1
220;0;;Inge;;Höger;;2;DIE LINKE;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;346139332246003;page;1
221;1;Dr.;Eva;;Högl;1969;2;SPD;Berlin;1;75;23,50%;http://eva-hoegl.de;;eva.hoegl;https://twitter.com/EvaHoegl;;http://youtube.com/user/EvaHoegl;;;1;0;1;0;eva.hoegl;page;1
222;0;;Bärbel;;Höhn;;2;GRÜNE;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;875392152484408;page;1
223;1;;Karl;;Holmeier;1956;1;CSU;Bayern;;234;48,50%;http://www.holmeier.de;;karl.holmeier;;;;;;1;0;1;0;karl.holmeier;private;0
224;0;;Franz-Josef;;Holzenkamp;;1;CDU;Niedersachsen;;;;;;;;;;;;1;0;0;;143321739175847;page;1
225;1;Dr.;Hendrik;;Hoppenstedt;1972;1;CDU;Niedersachsen;12;43;40,10%;;;;;;;;;1;0;1;0;525779044151618;page;1
226;1;;Margaret;;Horb;;2;CDU;Baden-Württemberg;12;;;;;100008209926446;;;;;;1;0;0;;100008209926446;user;1
227;1;;Else Katharina Bettina;;Hornhues;;2;CDU;Bremen;2;55;;;;;;;;;;1;0;0;;193146060704619;page;1
228;0;Dr.;Mathias Edwin;;Höschel;;1;CDU;Nordrhein-Westfalen;56;;;http://www.mathias-hoeschel.de/;;Mathias.Hoeschel;;;;;http://www.bundestag.de/abgeordnete18/biografien/H/-/484078;1;0;0;;Mathias.Hoeschel;page;1
229;0;;Charles;;Huber;;1;CDU;Hessen;;;;;;;;;;;;1;0;0;;;no fb;0
230;0;;Anette;;Hübinger;;2;CDU;Saarland;;;;;;;;;;;;1;0;0;;387009441358539;no fb;0
231;1;;Andrej;;Hunko;1963;1;DIE LINKE;Nordrhein-Westfalen;4;87;;http://andrej-hunko.de;;andrej.hunko;https://twitter.com/AndrejHunko;https://www.instagram.com/andrejhunko/;https://www.youtube.com/channel/UC_q_FwseLVZ8LpS1lHQi7IA;;;1;0;1;0;andrej.hunko;page;1
232;1;;Sigrid;;Hupach;;2;DIE LINKE;Thüringen;5;190;;;;Sigrid-Hupach-Mitglied-des-Deutschen-Bundestages-403694663070481;;;;;;1;0;0;;Sigrid-Hupach-Mitglied-des-Deutschen-Bundestages-403694663070481;private;0
233;1;;Hubert;;Hüppe;;1;CDU;Nordrhein-Westfalen;17;144;;http://www.huberthueppe.de;;hubert.hueppe;;;;;;1;0;0;;hubert.hueppe;page;1
234;1;;Matthias;;Ilgen;;1;SPD;Schleswig-Holstein;;2;;;;matthias.ilgen;;;;;;1;0;0;;matthias.ilgen;page;1
235;1;;Erich;;Irlstorfer;1970;1;CSU;Bayern;;214;43,00%;;;ErichIrlstorferMdB;;;;;;1;0;1;0;ErichIrlstorferMdB;page;1
236;1;;Dieter;;Janecek;1976;1;GRÜNE;Bayern;6;220;;;;dieter.janecek;;;;;;1;0;1;0;dieter.janecek;private;0
237;1;;Christina;;Jantz-Herrmann;;2;SPD;Niedersachsen;16;34;;;;;;;;;;1;0;0;;419314404818772;page;1
238;1;;Thomas;;Jarzombek;1973;1;CDU;Nordrhein-Westfalen;12;106;40,40%;http://www.jarzombek.de;;thjarzombek;https://twitter.com/tj_tweets;https://www.instagram.com/thomas_jarzombek/;https://www.youtube.com/user/thomasjarzombek;;;1;0;1;0;thjarzombek;page;1
239;1;;Ursula (Ulla);;Jelpke;1951;2;DIE LINKE;Nordrhein-Westfalen;5;142;;;;;;;;;;1;0;1;0;243714072343496;page;1
240;1;;Sylvia;;Jörrißen;;2;CDU;Nordrhein-Westfalen;35;145;;;;;;;;;;1;0;0;;241534199319821;private;0
241;0;;Reinhold;;Jost;;1;SPD;Saarland;;;;;;;;;;;;1;1;0;;539835122868550;page;1
242;1;;Andreas;;Jung;1975;1;CDU;Baden-Württemberg;;287;44,80%;;;;;;;;;1;0;1;0;491572037569892;page;1
243;0;;Franz Josef;;Jung;;1;CDU;Hessen;;;;;;;;;;;;1;0;0;;568024483216892;page;1
244;1;;Xaver;;Jung;;1;CDU;Rheinland-Pfalz;8;209;;;;;;;;;;1;0;0;;166163096873071;private;0
245;1;;Frank Michael;;Junge;1967;1;SPD;Mecklenburg-Vorpommern;2;13;;;;;;;;;;1;0;1;0;720595767983984;page;1
246;1;;Josip;;Juratovic;1959;1;SPD;Baden-Württemberg;16;267;;http://www.josip-juratovic.de;;josipjuratovic;http://www.twitter.com/josip_juratovic ;;https://www.youtube.com/playlist?list=PL4EXjLbSDu-P8k8y3QpX6VeHGdxn9acir;;;1;0;1;0;josipjuratovic;page;1
247;1;;Thomas;;Jurk;1962;1;SPD;Sachsen;2;157;;http://jurk2017.de/;;thomas.jurkspd;;;;;;1;0;1;0;thomas.jurkspd;page;1
248;0;;Egon;;Jüttner;;1;CDU;Baden-Württemberg;;;;;;;;;;;;1;0;0;;240817212649383;page;1
249;1;;Oliver;;Kaczmarek;1970;1;SPD;Nordrhein-Westfalen;50;144;38,80%;http://www.oliver-kaczmarek.de;;oliver.kaczmarek;https://twitter.com/kaczmarekOliver;https://www.instagram.com/kaczmarekoliver;https://www.youtube.com/user/OliverKaczmarek;;;1;0;1;0;oliver.kaczmarek;private;0
250;1;;Johannes;;Kahrs;1963;1;SPD;Hamburg;2;18;30,90%;;;;;;;;;1;0;1;0;95706527834;page;1
251;0;;Bartholomäus;;Kalb;;1;CSU;Bayern;;;;;;;;;;;;1;0;0;;;no fb;0
252;1;;Hans-Werner;;Kammer;;1;CDU;Niedersachsen;16;26;;http://www.hans-werner-kammer.de;;hanswernerkammermdb;;;;;;1;0;0;;hanswernerkammermdb;page;1
253;0;;Steffen;;Kampeter;;1;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;1;0;;297462837021345;page;1
254;0;;Christina;;Kampmann;;2;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;1;0;;227363224055470;page;1
255;1;;Steffen;;Kanitz;;1;CDU;Nordrhein-Westfalen;15;143;;;;steffen.kanitz;;;;;;1;0;0;;steffen.kanitz;page;1
256;1;;Ralf;;Kapschack;1954;1;SPD;Nordrhein-Westfalen;41;139;36,70%;;;;;;;;;1;0;1;0;135383693338249;page;1
257;1;;Susanna;;Karawanskij;;2;DIE LINKE;Sachsen;7;151;;http://www.susanna-karawanskij.de/politik/aktuell/;;karawanskij;https://twitter.com/suzakarawanskij;;;;"http://www.dielinke-nordwestsachsen.de/politik/aktuelles/; https://www.linksfraktion.de/start/";1;0;0;;karawanskij;private;0
258;1;;Alois;;Karl;1950;1;CSU;Bayern;;232;47,70%;;;alois.karl.7;;;;;;1;0;1;0;alois.karl.7;private;0
259;1;;Anja;;Karliczek;1971;2;CDU;Nordrhein-Westfalen;11;128;44,80%;;;;;;;;;1;0;1;0;327862874003443;page;1
260;1;;Kerstin;;Kassner;1958;2;DIE LINKE;Mecklenburg-Vorpommern;3;15;;http://www.kerstin-kassner.de;;467000000000000;;https://www.instagram.com/kerstin_kassner/;;;;1;0;1;0;466634533412585;page;1
261;0;;Bernhard;;Kaster;;1;CDU;Rheinland-Pfalz;;;;;;;;;;;;1;0;0;;;no fb;0
262;1;;Gabriele;;Katzmarek;1960;2;SPD;Baden-Württemberg;11;273;;http://www.gabriele-katzmarek.de;;GabrieleKatzmarek;;;;;;1;0;1;0;GabrieleKatzmarek;page;1
263;1;;Volker;;Kauder;1949;1;CDU;Baden-Württemberg;3;285;43,00%;;;;;;;;;1;0;1;0;;no fb;0
264;1;Dr.;Stefan;;Kaufmann;1969;1;CDU;Baden-Württemberg;7;258;32,00%;http://stefan-kaufmann.de;;StefanKaufmannMdB;https://twitter.com/stee;http://instagram.com/stefanstuttgart;;;;1;0;1;0;StefanKaufmannMdB;page;1
265;1;;Uwe;;Kekeritz;1953;1;GRÜNE;Bayern;4;243;;http://www.uwe-kekeritz.de;;UweKekeritz;https://twitter.com/uwekekeritz;;;;;1;0;1;0;UweKekeritz;page;1
266;1;;Ulrich;;Kelber;1968;1;SPD;Nordrhein-Westfalen;;96;34,90%;http://www.ulrich-kelber.de;;UlrichKelber;https://twitter.com/ulrichkelber;;;;http://www.bonnsstimme.de;1;0;1;0;UlrichKelber;page;1
267;1;;Ronja;;Kemmer;1989;2;CDU;Baden-Württemberg;;291;42,70%;;;ronja.kemmer;;;;;;1;0;1;0;ronja.kemmer;page;1
268;1;;Marina;;Kermer;;2;SPD;Sachsen-Anhalt;4;66;;;;;;;;;;1;0;0;;270313550070427;page;1
269;1;;Katja;;Keul;1969;2;GRÜNE;Niedersachsen;5;40;;;;;;;;;;1;0;1;0;;no fb;0
270;1;;Roderich;;Kiesewetter;1963;1;CDU;Baden-Württemberg;;270;46,40%;;;;;;;;;1;0;1;0;652126884801498;page;1
271;1;;Sven-Christian;;Kindler;1985;1;GRÜNE;Niedersachsen;4;42;;;;;;;;;;1;0;1;0;51181425698;page;1
272;1;Dr.;Georg;;Kippels;1959;1;CDU;Nordrhein-Westfalen;32;91;39,20%;;;georg.kippels.rheinerft;;;;;;1;0;1;0;georg.kippels.rheinerft;page;1
273;1;;Katja;;Kipping;1978;2;DIE LINKE;Sachsen;1;159;;;;;;;;;;1;0;1;0;214211071944227;page;1
274;1;;Cansel;;Kiziltepe;1975;2;SPD;Berlin;3;83;;http://www.cansel-kiziltepe.de;;CanselKiziltepe;;;;;;1;0;1;0;CanselKiziltepe;page;1
275;1;;Arno;;Klare;1952;1;SPD;Nordrhein-Westfalen;55;118;34,90%;https://www.arnoklare.de/;;arno.klare.spd;https://twitter.com/arnoklare;;https://www.youtube.com/channel/UCFNW-ksI2IPc2i19d9T7qZQ;;;1;0;1;0;arno.klare.spd;page;1
276;1;;Volkmar;;Klein;1960;1;CDU;Nordrhein-Westfalen;24;148;40,10%;;;;;;;;;1;0;1;0;72709330562;page;1
277;1;;Maria;;Klein-Schmeink;1958;2;GRÜNE;Nordrhein-Westfalen;9;129;;;;;;;;;;1;0;1;0;350332685155921;page;1
278;0;;Jürgen;;Klimke;;1;CDU;Hamburg;;;;;;;;;;;;1;0;0;;;no fb;0
279;1;;Lars;;Klingbeil;1978;1;SPD;Niedersachsen;7;35;41,20%;http://lars-klingbeil.de;;klingbeil.lars;https://twitter.com/larsklingbeil;http://instagram.com/larsklingbeil/;http://youtube.com/user/larsklingbeil;;;1;0;1;0;klingbeil.lars;page;1
280;1;;Axel;;Knoerig;1967;1;CDU;Niedersachsen;27;33;44,60%;;;;;;;;;1;0;1;0;79647730686;page;1
281;0;;Tom;;Koenigs;;1;GRÜNE;Hessen;;;;;;;;;;;;1;0;0;;517350781618795;page;1
282;1;;Jens;;Koeppen;1962;1;CDU;Brandenburg;2;57;30,60%;;;jens.koeppen;;;;;;1;0;1;0;jens.koeppen;private;0
283;1;Dr.;Bärbel;;Kofler;1967;2;SPD;Bayern;8;225;;;;;;;;;;1;0;1;0;183976541729215;page;1
284;1;;Daniela;;Kolbe;1980;2;SPD;Sachsen;1;152;;http://www.daniela-kolbe.de;;DanielaKolbeMdB;https://twitter.com/danielakolbe;https://www.instagram.com/danielakolbe/;;;;1;0;1;0;DanielaKolbeMdB;page;1
285;1;;Birgit;;Kömpel;;2;SPD;Hessen;10;174;;;;birgit.kompel;;;;;;1;0;0;;birgit.kompel;private;0
286;1;;Markus Benjamin;;Koob;1977;1;CDU;Hessen;15;176;39,90%;;;;;;;;;1;0;1;0;317917298338162;page;1
287;1;;Carsten;;Körber;1979;1;CDU;Sachsen;5;165;33,70%;;;;;;;;;1;0;1;0;464337703775204;page;1
288;1;;Jan;;Korte;1977;1;DIE LINKE;Sachsen-Anhalt;2;71;;;;;;;;;;1;0;1;0;203933859649610;page;1
289;0;;Hartmut;;Koschyk;;1;CSU;Bayern;;;;;;;;;;;;1;0;0;;137292926415155;page;1
290;1;;Sylvia;;Kotting-Uhl;1952;2;GRÜNE;Baden-Württemberg;3;271;;;;sylvia.kottinguhl;;;;;;1;0;1;0;sylvia.kottinguhl;private;0
291;1;;Kordula;;Kovac;;2;CDU;Baden-Württemberg;10;;;;;;;;;;;1;0;0;;600440106752818;page;1
292;1;;Anette;;Kramme;1967;2;SPD;Bayern;2;237;;;;;;;;;;1;0;1;0;886463838049032;page;1
293;1;;Jutta;;Krellmann;1956;2;DIE LINKE;Niedersachsen;3;46;;http://www.jutta-krellmann.de;;jutta.krellmann;https://twitter.com/JuttaKrellmann;;;;;1;0;1;0;jutta.krellmann;page;1
294;1;;Michael;;Kretschmer;;1;CDU;Sachsen;;157;;;;;;;;;;1;0;0;;138422136179542;page;1
295;1;;Gunther;;Krichbaum;1964;1;CDU;Baden-Württemberg;;279;36,40%;;;;;;;;;1;0;1;0;217240221654203;page;1
296;1;Dr.;Günter;;Krings;1969;1;CDU;Nordrhein-Westfalen;5;109;44,30%;;;;;;;;;1;0;1;0;400578453368061;page;1
297;1;;OliverMichael;;Krischer;1969;1;GRÜNE;Nordrhein-Westfalen;2;90;;http://www.oliver-krischer.eu;;okrischer;https://twitter.com/Oliver_Krischer;;https://www.youtube.com/user/OliverKrischer;;;1;0;1;0;okrischer;page;1
298;0;;Hans-Ulrich;;Krüger;;1;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;564430990247992;page;1
299;0;;Angelika;;Krüger-Leißner;;2;SPD;Brandenburg;;;;;;;;;;;;1;0;0;;;no fb;0
300;1;;Rüdiger;;Kruse;1961;1;CDU;Hamburg;2;20;;;;;;;;;;1;0;1;0;101773823336428;page;1
301;0;;Bettina;;Kudla;;2;CDU;Sachsen;;;;;;;;;;;;1;0;0;;424916677627628;private;0
302;1;;Christian;;Kühn;1979;1;GRÜNE;Baden-Württemberg;6;290;;http://www.chriskuehn.de;;christian.kuehn.tuebingen;https://twitter.com/ChrisKuehn_mdb;;https://www.youtube.com/channel/UCNiWM_g62L1WFke0rs-eXAw;;https://www.abgeordnetenwatch.de/profile/chris-kuhn-0;1;0;1;0;christian.kuehn.tuebingen;private;0
303;1;;Stephan;;Kühn;1979;1;GRÜNE;Sachsen;2;160;;http://www.stephankuehn.com/;;;https://twitter.com/stephankuehn/;;;;;1;0;1;0;230864604033398;page;1
304;0;;Helga;;Kühn-Mengel;;2;SPD;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;202428119900276;page;1
305;1;Dr.;Roy;;Kühne;1967;1;CDU;Niedersachsen;23;52;39,80%;;;drroykuehne;;;;;;1;0;1;0;drroykuehne;page;1
306;1;;Renate;;Künast;1955;2;GRÜNE;Berlin;3;81;;http://www.renate-kuenast.de/;;renate.kuenast;https://twitter.com/RenateKuenast;;;;;1;0;1;0;renate.kuenast;page;1
307;0;;Katrin;;Kunert;;2;DIE LINKE;Sachsen-Anhalt;;;;;;;;;;;;1;0;0;;;no fb;0
308;1;;Markus;;Kurth;1966;1;GRÜNE;Nordrhein-Westfalen;8;142;;;;;;;;;;1;0;1;0;100160987153482;page;1
309;1;;Günter;;Lach;;1;CDU;Niedersachsen;28;51;;;;;;;;;;1;0;0;;220469288050838;page;1
310;1;;Uwe;;Lagosky;;1;CDU;Niedersachsen;24;49;;;;;;;;;;1;0;0;;712657798899585;page;1
311;1;;Christine;;Lambrecht;1965;2;SPD;Hessen;2;188;;http://www.christine-lambrecht.de/;;Christine.Lambrecht.188;;;;;;1;0;1;0;Christine.Lambrecht.188;page;1
312;1;Prof. h. c. Dr. ;Karl;;Lamers;1951;1;CDU;Baden-Württemberg;8;274;32,70%;;;;;;;;;1;0;1;0;239234639550868;page;1
313;1;;Gottfried Andreas;;Lämmel;1959;1;CDU;Sachsen;;159;24,50%;;;;;;;;;1;0;1;0;330411347064461;page;1
314;0;;Norbert;;Lammert;;1;CDU;Nordrhein-Westfalen;;;;;;;;;;;;1;0;0;;;no fb;0
315;1;;Katharina;;Landgraf;1954;2;CDU;Sachsen;3;154;34,10%;;;Katharina-Landgraf-1434449423261555;;;;;;1;0;1;0;Katharina-Landgraf-1434449423261555;private;0
316;1;;Christian;;Lange;1964;1;SPD;Baden-Württemberg;2;269;;;;langespd;;;;;;1;0;1;0;langespd;page;1
317;1;;Ulrich;;Lange;1969;1;CSU;Bayern;;254;47,00%;;;;;;;;;1;0;1;0;;no fb;0
318;0;;Barbara;;Lanzinger;;2;CSU;Bayern;;;;;;;;;;;;1;0;0;;;no fb;0
319;1;Dr.;Silke;;Launert;1976;2;CSU;Bayern;18;237;46,50%;;;;;;;;;1;0;1;0;401006200007303;page;1
320;1;Prof. Dr.;Karl;;Lauterbach;1963;1;SPD;Nordrhein-Westfalen;58;101;38,70%;;;;;;;;;1;0;1;0;638247852865845;page;1
321;1;;Caren Nicole;;Lay;1972;2;DIE LINKE;Sachsen;3;156;;;;;;;;;;1;0;1;0;668729169812570;page;1
322;1;;Monika;;Lazar;1967;2;GRÜNE;Sachsen;1;153;;http://www.monika-lazar.de/aktuelles/;;;https://twitter.com/monikalazar;;;;;1;0;1;0;1008920055906510;page;1
323;1;;Paul;;Lehrieder;1959;1;CSU;Bayern;36;251;42,20%;;;paul.lehrieder;;;;;;1;0;1;0;paul.lehrieder;private;0
324;1;;Sabine;;Leidig;1961;2;DIE LINKE;Hessen;1;169;;http://sabine-leidig.de;;Sabine.Leidig;https://twitter.com/sabineleidig;;Sabine Leidig;;;1;0;1;0;Sabine.Leidig;page;1
325;1;Dr.;Katja;;Leikert;1975;2;CDU;Hessen;6;180;35,30%;;;;;;;;;1;0;1;0;423800571019823;page;1
326;1;;Steffi;;Lemke;1968;2;GRÜNE;Sachsen-Anhalt;1;70;;http://steffi-lemke.de/;;steffi.lemke.gruen;https://twitter.com/SteffiLemke;https://www.instagram.com/lemke.steffi/;;;;1;0;1;0;steffi.lemke.gruen;page;1
327;1;;Steffen-Claudio;;Lemme;;1;SPD;Thüringen;5;189;;;;;;;;;;1;0;0;;268201630002882;page;1
328;0;;Philipp;;Lengsfeld;;1;CDU;Berlin;;;;;;;;;;;;1;0;0;;;no fb;0
329;1;;Ralph;;Lenkert;1967;1;DIE LINKE;Thüringen;2;191;;;;;;;;;;1;0;1;0;360115680671622;page;1
330;1;Dr.;Andreas;;Lenz;1981;1;CSU;Bayern;;213;48,20%;;;;;;;;;1;0;1;0;163923497121139;page;1
331;1;;Philipp-Nerius Johannes Peter Maria Josef Hugo Emmeran;Graf von und zu ;Lerchenfeld;;1;CSU;Bayern;34;;;;;;;;;;;1;0;0;;philipp.graflerchenfeld;no fb;0
332;1;;Michael Gerhard;;Leutert;1974;1;DIE LINKE;Sachsen;4;162;;;;;;;;;;1;0;1;0;177828029071801;page;1
333;1;Dr.;Ursula;von der;Leyen;1958;2;CDU;Niedersachsen;1;42;;;;;;;;;;1;0;1;0;teamvdl2017;no fb;0
334;1;;Antje;;Lezius;1960;2;CDU;Rheinland-Pfalz;9;201;37,00%;;;;;;;;;1;0;1;0;407312495997600;page;1
335;1;;Stefan;;Liebich;1972;1;DIE LINKE;Berlin;2;76;28,80%;;;;;;;;;1;0;1;0;401708756602624;page;1
336;0;;Ingbert;;Liebing;;1;CDU;Schleswig-Holstein;;;;;;;;;;;;1;1;0;;46425417321;page;1
337;0;;Matthias;;Lietz;;1;CDU;Mecklenburg-Vorpommern;;;;;;;;;;;;1;0;0;;106448934213;page;1
338;1;;Andrea;;Lindholz;1970;2;CSU;Bayern;14;247;48,10%;;;;;;;;;1;0;1;0;409561472408666;page;1
339;1;Dr.;Tobias;;Lindner;1982;1;GRÜNE;Rheinland-Pfalz;2;211;;;;;;;;;;1;0;1;0;278875132141051;page;1
340;1;Dr.;Carsten;;Linnemann;1977;1;CDU;Nordrhein-Westfalen;;137;53,30%;;;;;;;;;1;0;1;0;322652114566677;page;1
341;1;;Patricia;;Lips;1963;2;CDU;Hessen;3;187;36,10%;;;bundestag.lips;;;;;;1;0;1;0;bundestag.lips;page;1
342;1;;Burkhard Karl Erich;;Lischka;1965;1;SPD;Sachsen-Anhalt;1;69;;;;LischkaB;;;;;;1;0;1;0;LischkaB;page;1
343;1;;Wilfried;;Lorenz;;1;CDU;Niedersachsen;35;;;;;wilfried.lorenz.92;;;;;;1;0;0;;wilfried.lorenz.92;private;0
344;0;;Gabriele;;Lösekrug-Möller;;2;SPD;Niedersachsen;;;;;;;;;;;;1;0;0;;247510338784857;page;1
345;1;;Hiltrud;;Lotze;;2;SPD;Niedersachsen;20;37;;http://hiltrud-lotze.de;;HiltrudLotzeMdB;;;https://www.youtube.com/channel/UCd6UcoMBASZh2sVx2xCgJRA;;;1;0;0;;HiltrudLotzeMdB;page;1
